,awardYear,laureates,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.action,links.href,links.rel,links.types,dateAwarded,topMotivation.en,topMotivation.se
33,1907,"[{'id': '11', 'knownName': {'en': 'Albert A. Michelson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/11', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid', 'se': 'för hans optiska precisionsinstrument och hans därmed utförda spektroskopiska och metrologiska undersökningar'}, 'portion': '1', 'sortOrder': '1'}]",138796,7033581,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1907,nobelPrize,application/json,,,
34,1907,"[{'id': '300', 'knownName': {'en': 'Alphonse Laveran'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/300', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his work on the role played by protozoa in causing diseases', 'se': 'såsom ett erkännande åt hans arbeten rörande protozoers betydelse som sjukdomsalstrare'}, 'portion': '1', 'sortOrder': '1'}]",138796,7033581,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1907,nobelPrize,application/json,,,
35,1908,"[{'id': '167', 'knownName': {'en': 'Ernest Rutherford'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/167', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his investigations into the disintegration of the elements, and the chemistry of radioactive substances', 'se': 'för hans undersökningar rörande elementers sönderfallande och de radioaktiva ämnenenas kemi'}, 'portion': '1', 'sortOrder': '1'}]",139800,7084459,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1908,nobelPrize,application/json,,,
36,1908,"[{'id': '578', 'knownName': {'en': 'Rudolf Eucken'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/578', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life', 'se': 'på grund av det sanningssökande allvar, den genomträngande tankekraft och vidsynthet, den värme och styrka i framställningen, varmed han i talrika arbeten hävdat och utvecklat en ideal världsåskådning'}, 'portion': '1', 'sortOrder': '1'}]",139800,7084459,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1908,nobelPrize,application/json,,,
37,1908,"[{'id': '473', 'knownName': {'en': 'Klas Pontus Arnoldson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/473', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their long time work for the cause of peace as politicians, peace society leaders, orators and authors', 'no': 'for deres langvarige arbeid for fredssaken som politikere, ledere av fredsforeninger, talere og forfattere'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '474', 'knownName': {'en': 'Fredrik Bajer'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/474', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their long time work for the cause of peace as politicians, peace society leaders, orators and authors', 'no': 'for deres langvarige arbeid for fredssaken som politikere, ledere av fredsforeninger, talere og forfattere'}, 'portion': '1/2', 'sortOrder': '2'}]",139800,7084459,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1908,nobelPrize,application/json,1908-12-10,,
38,1908,"[{'id': '12', 'knownName': {'en': 'Gabriel Lippmann'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/12', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his method of reproducing colours photographically based on the phenomenon of interference', 'se': 'för hans på interferensfenomenet grundade metod att fotografiskt återgiva färger'}, 'portion': '1', 'sortOrder': '1'}]",139800,7084459,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1908,nobelPrize,application/json,,,
39,1908,"[{'id': '301', 'knownName': {'en': 'Ilya Mechnikov'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/301', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their work on immunity', 'se': 'såsom ett erkännande åt deras arbeten rörande immuniteten'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '302', 'knownName': {'en': 'Paul Ehrlich'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/302', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their work on immunity', 'se': 'såsom ett erkännande åt deras arbeten rörande immuniteten'}, 'portion': '1/2', 'sortOrder': '2'}]",139800,7084459,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1908,nobelPrize,application/json,,,
40,1909,"[{'id': '168', 'knownName': {'en': 'Wilhelm Ostwald'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/168', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction', 'se': 'såsom ett erkännande åt hans arbeten över katalys jämte hans härför grundläggande undersökningar över kemiska jämviktsförhållanden och reaktionshastigheter'}, 'portion': '1', 'sortOrder': '1'}]",139800,7084459,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1909,nobelPrize,application/json,,,
41,1909,"[{'id': '579', 'knownName': {'en': 'Selma Lagerlöf'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/579', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings', 'se': 'på grund av den ädla idealitet, den fantasiens rikedom och den framställningens själfullhet, som prägla hennes diktning'}, 'portion': '1', 'sortOrder': '1'}]",139800,7084459,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1909,nobelPrize,application/json,,,
42,1909,"[{'id': '475', 'knownName': {'en': 'Auguste Beernaert'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/475', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their prominent position in the international movement for peace and arbitration', 'no': 'for deres fremstående rolle i den internasjonale freds- og voldgiftsbevegelsen'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '476', 'knownName': {'en': ""Paul Henri d'Estournelles de Constant""}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/476', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their prominent position in the international movement for peace and arbitration', 'no': 'for deres fremstående rolle i den internasjonale freds- og voldgiftsbevegelsen'}, 'portion': '1/2', 'sortOrder': '2'}]",139800,7084459,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1909,nobelPrize,application/json,1909-12-10,,
43,1909,"[{'id': '13', 'knownName': {'en': 'Guglielmo Marconi'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/13', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their contributions to the development of wireless telegraphy', 'se': 'såsom ett erkännande av deras förtjänster om den trådlösa telegrafiens utveckling'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '14', 'knownName': {'en': 'Ferdinand Braun'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/14', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their contributions to the development of wireless telegraphy', 'se': 'såsom ett erkännande av deras förtjänster om den trådlösa telegrafiens utveckling'}, 'portion': '1/2', 'sortOrder': '2'}]",139800,7084459,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1909,nobelPrize,application/json,,,
44,1909,"[{'id': '303', 'knownName': {'en': 'Theodor Kocher'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/303', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on the physiology, pathology and surgery of the thyroid gland', 'se': 'för hans arbeten rörande thyreoideas fysiologi, patologi och kirurgi'}, 'portion': '1', 'sortOrder': '1'}]",139800,7084459,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1909,nobelPrize,application/json,,,
45,1910,"[{'id': '169', 'knownName': {'en': 'Otto Wallach'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/169', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds', 'se': 'såsom ett erkännande av den förtjänst han inlagt om den organiska kemiens och den kemiska industriens utveckling genom sina banbrytande arbeten på de alicykliska föreningarnas område'}, 'portion': '1', 'sortOrder': '1'}]",140703,7130220,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1910,nobelPrize,application/json,,,
46,1910,"[{'id': '580', 'knownName': {'en': 'Paul Heyse'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/580', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories', 'se': 'såsom hyllningsgärd åt den fulländade och av ideal uppfattning präglade konstnärlighet han ådagalagt under en lång och betydande verksamhet såsom lyriker, dramaturg, romanförfattare och diktare av världsberömda noveller'}, 'portion': '1', 'sortOrder': '1'}]",140703,7130220,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1910,nobelPrize,application/json,,,
47,1910,"[{'id': '477', 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/477', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement', 'no': 'for rollen som bindeledd mellom fredsforeninger i ulike land, og for å ha hjulpet dem til å organisere verdenskongresser for den internasjonale fredsbevegelsen'}, 'orgName': {'en': 'Permanent International Peace Bureau', 'no': 'Det internasjonale fredsbyrå'}, 'portion': '1', 'sortOrder': '1'}]",140703,7130220,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1910,nobelPrize,application/json,1910-12-10,,
48,1910,"[{'id': '15', 'knownName': {'en': 'Johannes Diderik van der Waals'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/15', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on the equation of state for gases and liquids', 'se': 'för hans arbeten angående gasers och vätskors tillståndsekvation'}, 'portion': '1', 'sortOrder': '1'}]",140703,7130220,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1910,nobelPrize,application/json,,,
49,1910,"[{'id': '304', 'knownName': {'en': 'Albrecht Kossel'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/304', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances', 'se': 'såsom ett erkännande för den insats han genom sina arbeten rörande äggviteämnena, däri jämväl inbegripna nukleinsubstanserna, gjort till kännedomen om cellens kemi'}, 'portion': '1', 'sortOrder': '1'}]",140703,7130220,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1910,nobelPrize,application/json,,,
50,1911,"[{'id': '6', 'knownName': {'en': 'Marie Curie'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/6', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element', 'se': 'såsom ett erkännande för den förtjänst hon inlagt om kemiens utveckling genom upptäckten av grundämnena radium och polonium, genom karakteriserandet av radium och dess isolerande i metalliskt tillstånd samt genom sina undersökningar angående detta märkli'}, 'portion': '1', 'sortOrder': '1'}]",140695,7327865,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1911,nobelPrize,application/json,,,
51,1911,"[{'id': '581', 'knownName': {'en': 'Maurice Maeterlinck'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/581', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': ""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"", 'se': 'på grund av hans mångsidiga litterära verksamhet och särskilt hans dramatiska skapelser, som utmärka sig genom fantasirikedom och genom en poetisk idealitet, vilken, stundom i sagospelets slöjade form, röjer djup ingivelse samt på ett hemlighetsfull sätt'}, 'portion': '1', 'sortOrder': '1'}]",140695,7327865,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1911,nobelPrize,application/json,,,
